Sale,Discount,TVSpending,StockRate,Price,Radio,OnlineAdsSpending
240368,1.4376992332746297,-0.9174998979983193,-0.15532453811876676,-0.23416323813718978,-0.4684543395297475,-0.5554479928359715
207276,0.9558524512938859,1.1951828978832717,-1.5506783240713764,-1.051507514909975,0.39823852980363555,-1.0196946606100448
172572,1.0935229604312409,-0.43806926933337315,-1.515794479422561,-1.2696190494420387,-1.008583663573238,-0.5716722466776901
82697,0.12982939646975394,-1.1338304885723816,1.3446807817802884,1.6415959588385562,-0.08200197797561842,0.27914100116153623
141762,0.06099414190107621,-0.2811201121233653,-0.469279139958104,-1.1410480396126117,0.6524835045102995,0.013382545280830134
271990,-0.5585231492170227,1.0874555187714916,1.5191000050243648,0.11481521711411173,0.27507096427907396,1.4237060152001257
186979,-0.007841112667601517,-0.9884423183890036,0.40281697626227697,-0.45916250533868697,-0.15206059322812135,0.21639067895589936
176084,-1.2468756949037993,0.5896324107459979,-1.0971883436367782,0.7209356920242671,-0.7147894705788708,0.014892781675670824
98234,1.0935229604312409,-1.149420304411322,-1.5855621687201915,-0.5555907627107571,-1.354356829174301,-0.5644015371768135
262918,-0.07667636723627924,1.737848622254482,0.9260746459945056,0.4660895832552246,1.2400718904990338,-0.34028245618243325
161146,0.8870171967252082,-0.4005836447318757,-0.05067300417232114,-1.5841588413461722,-0.2707082480912312,0.8307332695715115
192936,-1.1780404403351217,-0.8495353075993426,0.6121200441551686,-1.4188532572797663,1.5914949444269113,0.6481780516437151
231571,-0.6961936583543782,-0.8942027574749587,1.588867694321995,-1.6071179502442843,0.025345900233861886,0.03659703615009784
261538,0.6116761784504976,0.9425928479984155,-1.2716075668808544,-1.2317365197601537,0.5632152689466263,-0.6760403689640123
294432,-0.2143468763736345,0.024370211731828628,0.6818877334527987,-1.63696479181183,-0.6379509893341901,1.4991423231224255
176874,0.33633516017578674,-1.1333049891620801,-0.190208382767582,-1.6266331928076796,-0.2820080247448607,0.010221836254484598
213508,1.506534487843307,0.14768740668254926,0.4725846655599075,0.5969565039744628,0.297670517586333,0.8053828729438259
288236,-0.2831821309423122,-1.0122649583226655,-1.1320721882855935,-1.2363283415397763,1.2231222255185896,-1.1414628636454973
45266,-1.52221671317851,-0.03290922399102018,-1.1669560329344089,1.3982294045185697,0.17224299673104546,-0.09737171947510478
85558,0.4740056693131422,-1.3715313884986995,-1.4460267901249306,-0.2031684411247387,-0.37014628264317084,1.1187677122761204
88238,-0.8338641674917334,-0.4186257911522226,1.1353777138873968,1.0285877512589672,1.5903649667615485,1.3701141979889169
159466,-0.4208526400796675,-0.8984067527573696,-0.6785822078509954,0.6268033455420081,-0.8955858970369428,-0.1499603082240268
89318,-0.4896878946483452,-0.673843338088586,0.19351390836938576,0.5062680238269207,-1.2187595093307466,-1.664662687832465
251450,0.9558524512938859,-1.5817311526192457,-0.6785822078509954,-1.5887506631257948,-0.5769321954045907,0.7390942826131337
271385,1.6442049969806625,0.6484883446997507,-1.4809106347737457,-1.4980621829782526,0.6151942415533221,-1.6261085101527426
304219,0.8181819421565304,0.8231293153899045,-0.5739306739045495,-0.6623506190869777,-1.3927760697966411,-0.8523281058532192
206719,-1.591051967747188,1.3633427091797086,-1.515794479422561,-1.3522718414752417,1.1858329625616122,-0.05188124178193463
181024,1.6442049969806625,0.07254099100945383,1.6586353836196255,1.1387914739699045,-0.9622545792933569,-1.5525599977239937
340742,-1.1780404403351217,1.7059683246961992,1.0307261799409515,-1.33964433158128,-1.2616986606145388,-1.4011156495299184
155475,1.0246877058625636,0.3701488237101275,0.9609584906433208,1.177821959096695,-0.7984078178157291,1.7008451810562395
270056,0.12982939646975394,1.6045469385080358,1.7284030729172561,-0.5555907627107571,-0.4243852105805925,1.3534045110202848
254070,0.6116761784504976,0.8926704040197853,1.7284030729172561,-0.5739580498292467,-1.2605686829491758,-0.14202077974829222
135519,-0.007841112667601517,-0.8612714610960731,0.1237462190717552,1.4097089589676255,-0.7678984208509294,-0.7842488066543583
262077,-1.4533814586098324,-0.9562116878905198,-1.0971883436367782,-1.3178331781280737,-1.3667865834932933,-1.187708459536088
41977,-0.2143468763736345,-1.4188263354258224,-1.201839877583224,1.1284598749657542,0.20275239369584513,1.1496196843421544
215385,-0.2831821309423122,1.2174290395860297,-0.6436983632021801,0.8644301226374668,1.651383760691148,0.6360853730821681
31616,0.6805114330191749,-1.1958394189879427,-0.6436983632021801,1.4074130480778144,1.164363386919716,0.5931191476489462
170481,0.19866465103843167,0.2604946134272424,0.019094685125309402,-1.0492116040201638,1.1993926945459676,0.17434138276240232
215805,0.19866465103843167,1.5390346786904654,0.5772361995063533,-1.262731316772605,-1.5487129876167283,-0.7505597476465873
161191,0.4740056693131422,0.291849411575224,-1.2716075668808544,0.9229758503276524,1.1157743473091093,-0.17813700439062885
147814,-0.9026994220604112,1.5882564567886932,-0.22509222741639728,0.9803736225729323,0.8807389929136155,-0.2373706332768504
178450,0.9558524512938859,-0.7917303724661924,-1.3762591008273,0.19287618736769252,0.9880868711230958,0.605427574266899
58197,-0.4208526400796675,-0.853914469351854,1.588867694321995,0.4534620733612631,1.55646563680066,-0.19254897455853845
281975,-1.384546204041155,-0.03939038338473685,-1.1320721882855935,-0.48097365879189324,-0.800667773146455,1.2275478823159414
157750,1.5753697424119846,-0.7274442779393253,-0.29485991671402784,0.4316509199080566,0.7462716507354243,-0.4983286949025269
224778,-1.2468756949037993,-0.483787718029592,0.43770082091109225,-0.8242123368186669,-0.7916279518235514,-0.4334101047300114
173798,1.6442049969806625,0.3147962191583837,0.8911908013456904,-0.33518331728888245,-0.37014628264317084,-0.7982292807094563
144527,-0.8338641674917334,1.0895575164126972,-1.0971883436367782,1.7196569290921366,0.4163181724494428,-0.6863962756714922
97877,-1.52221671317851,1.3761298614970423,-1.3413752561784849,1.0790977908348136,-1.53402327796701,-0.4926437336162332
206207,-1.2468756949037993,-1.1422384791372033,-1.515794479422561,0.020682870631852715,-0.5622424857548725,-0.3051802474052041
183642,-0.9715346766290889,-0.4583885798650259,-0.7134660524998107,-1.6599239007099418,0.5067163856784789,-0.08441604868793447
95580,-1.728722476884543,-1.2275445500761248,-1.515794479422561,1.0768018799450025,1.4073085849727505,1.5630361100270131
130416,1.0935229604312409,1.0681872070604417,-1.0274206543391478,1.7667231023332663,0.23439176832600775,-0.3380710386042735
160092,-0.7650289129230557,-1.1900589254746277,-1.1669560329344089,0.4913446030431476,0.7033324994516322,-0.6825667476702887
250925,-0.14551162180495678,1.4081853255254253,-1.3762591008273,0.42361523179371735,-1.1340111844285254,-1.478170067875262
286298,0.5428409238818199,1.03665724244236,0.716771578101614,-0.8425796239371565,-1.0560427255184819,-0.994667886066968
322027,-0.7650289129230557,1.2799634694118922,0.3330492869646464,-1.3270168216873186,1.6559036713525996,1.4424005842876912
134781,1.3688639787059518,-0.5300316661361122,0.9958423352921362,0.16073343491033568,0.10670429213999433,-1.2867907544404673
118446,-1.52221671317851,0.023494379381326404,-0.8530014310950715,-0.20087253023492754,0.6536134821756624,0.6024071014772175
148058,1.3688639787059518,1.4728217529924932,1.3097969371314733,1.4143007807472483,-0.5238232451325321,0.44573086291530095
150200,0.06099414190107621,0.17816637248002837,0.4725846655599075,-0.5131164112492499,-0.5238232451325321,-1.4803383358421407
235796,-0.35201738551098977,0.13367408907451286,1.6237515389708101,-1.6312250145873017,-1.598432004892698,-0.9910972557334515
72485,-0.07667636723627924,-1.5521280191722686,-0.8530014310950715,-0.12281155998134696,-0.034542916030374494,0.7448979053304507
50082,-0.7650289129230557,0.5771955913688656,0.3679331316134617,1.2914695481423493,-1.1057617427944517,-0.1962166915174377
63653,0.9558524512938859,-0.9842383231065926,-1.5506783240713764,1.422336468861587,-0.7249592695671373,1.548753588692947
132285,-0.6961936583543782,-1.433715485384361,1.2400292478338426,0.5671096624069171,-0.43342503190349607,0.14470838721506124
42416,-1.6598872223158654,-1.100548859253295,0.15863006372057048,0.5694055732967283,-0.2243791638113502,-1.05834592491515
47847,1.4376992332746297,-0.499552700338633,-0.7483498971486258,1.089429389838964,-1.276388370264257,-1.4458402216228479
46680,0.33633516017578674,1.0487437288792913,0.5772361995063533,1.3454234540529122,-1.5961720495619722,-0.543117991412378
257518,-0.5585231492170227,0.03172720347604778,-1.0274206543391478,-0.8804621536190412,0.9078584568823262,-0.6054152426995626
118455,-1.0403699311977666,-0.33051705669169357,-0.05067300417232114,0.9436390483359531,1.4084385626381135,0.7610897969637084
249445,-1.728722476884543,-0.7756150572169505,0.19351390836938576,-0.75303909923452,-1.2537888169569982,-0.39659269890435594
108707,-0.2143468763736345,-0.09947248262919313,-1.655329858017822,1.1571587610883942,-1.3814762931430116,-1.2540294120752413
250996,-0.2831821309423122,0.16432822134209255,-1.4111429454761153,-1.6312250145873017,0.8163302659879274,0.24168713856948346
137962,-1.0403699311977666,-1.6756203805930898,-1.2716075668808544,-1.1904101237435525,1.6525137383565107,1.6605650189252708
119786,-1.591051967747188,-0.22576750757162126,-0.3297437613628429,1.6094532063811997,-0.3543265953280895,-1.1188632547369863
214070,-0.6961936583543782,0.697009456917577,0.9260746459945056,-0.09755654019342375,-0.458284540541481,-1.1669319217042062
98296,0.7493466875878527,0.7225837615522436,-0.469279139958104,1.3924896272940417,-1.3600067175011155,-1.0754978953994137
72157,0.7493466875878527,-0.32648822787938303,0.8563069566968751,0.0023155835133631415,-0.23454896279961676,-0.4586957769407752
14269,1.3688639787059518,-0.5254773379135003,-0.5041629846069192,1.5554993004706363,-0.501223691825273,1.323944113918068
212235,-0.7650289129230557,0.4149914400558441,1.100493869238582,-0.11477587186700774,1.5191763738436825,1.6169731241284717
217948,1.506534487843307,0.04241235815217554,1.3795646264291037,0.25601373683750006,0.3044503835785107,-0.41494207110167214
63900,-0.2831821309423122,-0.7757902236870509,0.3679331316134617,0.5395587317291829,1.2739712204599223,-0.2463565398261533
283028,-1.52221671317851,0.3494791802382736,-0.5739306739045495,-0.3799535796402008,-0.43568498723422194,-0.7395242345614288
119731,-1.52221671317851,1.364919207410613,-0.9227691203927019,0.4706814050348469,-0.685410051279434,1.5252262631418911
